,equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_buts,resultat
6805,C. Palace,Manchester Blue,4.3,3.7,1.8,2-0,2.0,0.0,2.0,D
6806,Bournemouth,Liverpool,3.49,3.73,1.98,1-1,1.0,1.0,2.0,N
6807,Spurs,Newcastle,2.23,4.21,2.67,2-1,2.0,1.0,3.0,D
6808,Sunderland,West Ham,4.8100000000000005,3.94,1.67,1-2,1.0,2.0,3.0,E
6809,Manchester Red,Leeds,1.36,4.65,9.11,2-1,2.0,1.0,3.0,D
6810,West Ham,London Reds,6.52,4.45,1.47,2-0,2.0,0.0,2.0,D
6811,Everton,Manchester Red,2.37,3.14,3.13,0-2,0.0,2.0,2.0,E
6812,Manchester Blue,Brighton,1.33,5.93,7.05,2-2,2.0,2.0,4.0,N
6813,Leeds,Spurs,6.27,5.16,1.41,3-2,3.0,2.0,5.0,D
6814,Newcastle,Bournemouth,1.3,5.96,8.17,4-1,4.0,1.0,5.0,D
6815,A. Villa,Brentford,1.71,4.1,4.33,2-0,2.0,0.0,2.0,D
6816,N. Forest,Burnley,1.53,4.49,5.47,1-2,1.0,2.0,3.0,E
6817,London Blues,Wolverhampton,1.41,4.78,7.06,1-0,1.0,0.0,1.0,D
6818,Liverpool,Sunderland,1.18,7.17,13.29,5-0,5.0,0.0,5.0,D
6819,C. Palace,Fulham,2.25,3.48,3.05,0-2,0.0,2.0,2.0,E
6820,Sunderland,Newcastle,9.18,5.5600000000000005,1.3,0-2,0.0,2.0,2.0,E
6821,Burnley,A. Villa,3.14,3.36,2.25,0-1,0.0,1.0,1.0,E
6822,Wolverhampton,N. Forest,1.99,3.65,3.52,1-1,1.0,1.0,2.0,N
6823,Fulham,Manchester Red,2.02,3.76,3.36,0-2,0.0,2.0,2.0,E
6824,West Ham,London Blues,2.41,3.66,2.69,0-2,0.0,2.0,2.0,E
6825,Bournemouth,Leeds,1.59,3.72,6.24,4-0,4.0,0.0,4.0,D
6826,London Reds,Liverpool,1.7000000000000002,4.39,4.09,4-1,4.0,1.0,5.0,D
6827,Brentford,Manchester Blue,3.87,4.09,1.8,1-2,1.0,2.0,3.0,E
6828,Spurs,Everton,1.62,4.1,4.98,1-2,1.0,2.0,3.0,E
6829,Brighton,C. Palace,1.86,3.71,3.94,1-2,1.0,2.0,3.0,E
6830,Newcastle,London Reds,2.83,3.41,2.42,3-0,3.0,0.0,3.0,D
6831,Liverpool,London Blues,1.32,5.47,8.43,2-2,2.0,2.0,4.0,N
6832,N. Forest,West Ham,1.73,3.88,4.46,0-1,0.0,1.0,1.0,E
6833,Everton,Bournemouth,2.12,3.56,3.25,2-1,2.0,1.0,3.0,D
6834,Brighton,Fulham,1.98,3.75,3.47,1-4,1.0,4.0,5.0,E
6835,C. Palace,Brentford,2.29,3.44,3.02,2-1,2.0,1.0,3.0,D
6836,Manchester Blue,Burnley,1.16,8.18,12.65,4-0,4.0,0.0,4.0,D
6837,Leeds,Sunderland,3.81,3.84,1.86,0-0,0.0,0.0,0.0,N
6838,A. Villa,Wolverhampton,1.36,5.34,7.38,5-0,5.0,0.0,5.0,D
6839,Manchester Red,Spurs,1.9,4.08,3.47,1-3,1.0,3.0,4.0,E
6840,Brentford,Brighton,2.06,4.36,2.89,0-1,0.0,1.0,1.0,E
6841,Burnley,C. Palace,3.37,3.24,2.2,2-1,2.0,1.0,3.0,D
6842,London Reds,Leeds,1.15,7.46,17.06,5-1,5.0,1.0,6.0,D
6843,Fulham,Spurs,2.14,4.16,2.85,1-2,1.0,2.0,3.0,E
6844,Liverpool,N. Forest,1.18,7.15,13.31,5-0,5.0,0.0,5.0,D
6845,London Blues,Newcastle,1.93,3.89,3.52,1-1,1.0,1.0,2.0,N
6846,Sunderland,Everton,4.94,3.37,1.78,0-2,0.0,2.0,2.0,E
6847,Wolverhampton,Manchester Blue,5.5600000000000005,4.01,1.59,0-4,0.0,4.0,4.0,E
6848,Bournemouth,Manchester Red,2.24,3.35,3.17,2-1,2.0,1.0,3.0,D
6849,West Ham,A. Villa,2.24,3.62,2.96,2-1,2.0,1.0,3.0,D
6850,Brighton,Burnley,1.42,5.15,6.19,1-1,1.0,1.0,2.0,N
6851,Brentford,Fulham,2.03,3.95,3.17,4-1,4.0,1.0,5.0,D
6852,A. Villa,Liverpool,2.08,4.09,2.98,3-2,3.0,2.0,5.0,D
6853,Spurs,Bournemouth,1.64,4.75,4.2,2-1,2.0,1.0,3.0,D
6854,C. Palace,Wolverhampton,1.67,4.04,4.71,0-0,0.0,0.0,0.0,N
6855,Leeds,London Blues,6.04,4.47,1.49,2-1,2.0,1.0,3.0,D
6856,Manchester Blue,West Ham,1.21,6.84,11.23,3-0,3.0,0.0,3.0,D
6857,Manchester Red,Sunderland,1.5,4.45,5.94,2-0,2.0,0.0,2.0,D
6858,Everton,London Reds,6.19,3.6,1.61,0-2,0.0,2.0,2.0,E
6859,Newcastle,N. Forest,1.26,6.11,9.81,4-1,4.0,1.0,5.0,D
6860,Liverpool,Manchester Blue,2.09,3.53,3.35,0-0,0.0,0.0,0.0,N
6861,West Ham,C. Palace,2.31,3.51,2.92,1-2,1.0,2.0,3.0,E
6862,Fulham,Bournemouth,1.9,4.14,3.43,1-1,1.0,1.0,2.0,N
6863,London Blues,Everton,1.52,3.95,6.74,0-0,0.0,0.0,0.0,N
6864,N. Forest,Leeds,1.49,4.11,6.93,4-0,4.0,0.0,4.0,D
6865,Newcastle,A. Villa,1.41,4.84,6.98,3-1,3.0,1.0,4.0,D
6866,Wolverhampton,Brighton,2.65,3.89,2.35,2-1,2.0,1.0,3.0,D
6867,Burnley,Brentford,3.74,3.39,2.01,0-0,0.0,0.0,0.0,N
6868,Sunderland,Spurs,7.33,5.34,1.36,0-1,0.0,1.0,1.0,E
6869,London Reds,Manchester Red,1.34,5.31,7.91,1-2,1.0,2.0,3.0,E
6870,Burnley,Fulham,3.63,3.43,2.03,1-1,1.0,1.0,2.0,N
6871,Brighton,West Ham,1.63,4.26,4.72,3-0,3.0,0.0,3.0,D
6872,Everton,N. Forest,1.94,3.44,3.94,5-0,5.0,0.0,5.0,D
6873,Leeds,A. Villa,4.89,3.93,1.66,2-2,2.0,2.0,4.0,N
6874,C. Palace,Liverpool,3.09,3.87,2.09,1-3,1.0,3.0,4.0,E
6875,Manchester Red,London Blues,1.91,3.76,3.68,3-1,3.0,1.0,4.0,D
6876,Spurs,London Reds,4.45,4.18,1.6800000000000002,0-2,0.0,2.0,2.0,E
6877,Manchester Blue,Newcastle,1.45,5.17,5.7,2-1,2.0,1.0,3.0,D
6878,Brentford,Wolverhampton,1.54,4.68,5.08,1-1,1.0,1.0,2.0,N
6879,Bournemouth,Sunderland,1.82,3.7,4.14,1-2,1.0,2.0,3.0,E
6880,London Reds,Bournemouth,1.3,6.0,8.08,4-1,4.0,1.0,5.0,D
6881,Wolverhampton,Burnley,1.85,3.98,3.72,1-0,1.0,0.0,1.0,D
6882,Liverpool,Brighton,1.36,5.5,7.12,0-2,0.0,2.0,2.0,E
6883,Fulham,Sunderland,1.71,4.23,4.19,2-0,2.0,0.0,2.0,D
6884,London Blues,Spurs,1.83,4.15,3.68,2-0,2.0,0.0,2.0,D
6885,West Ham,Brentford,2.66,3.53,2.49,0-0,0.0,0.0,0.0,N
6886,N. Forest,Manchester Red,1.95,3.53,3.78,4-2,4.0,2.0,6.0,D
6887,Leeds,Manchester Blue,15.28,6.71,1.18,1-2,1.0,2.0,3.0,E
6888,Newcastle,C. Palace,1.44,4.54,6.91,4-1,4.0,1.0,5.0,D
6889,A. Villa,Everton,1.46,4.37,6.8100000000000005,1-1,1.0,1.0,2.0,N
6890,Brentford,Liverpool,2.87,4.19,2.12,2-0,2.0,0.0,2.0,D
6891,C. Palace,Leeds,1.47,4.22,6.91,1-1,1.0,1.0,2.0,N
6892,Wolverhampton,Fulham,2.67,3.47,2.52,0-1,0.0,1.0,1.0,E
6893,Manchester Red,A. Villa,1.85,3.66,4.06,0-1,0.0,1.0,1.0,E
6894,Everton,Manchester Blue,5.27,3.5,1.71,0-3,0.0,3.0,3.0,E
6895,Brighton,Newcastle,2.13,3.93,2.97,1-2,1.0,2.0,3.0,E
6896,Burnley,West Ham,2.76,3.45,2.45,1-1,1.0,1.0,2.0,N
6897,Bournemouth,London Blues,2.4,3.4,2.86,3-1,3.0,1.0,4.0,D
6898,Sunderland,London Reds,22.97,7.93,1.12,0-1,0.0,1.0,1.0,E
6899,Spurs,N. Forest,1.53,4.8100000000000005,5.09,4-1,4.0,1.0,5.0,D
6900,Fulham,London Reds,5.37,4.12,1.59,0-0,0.0,0.0,0.0,N
6901,Liverpool,Burnley,1.16,7.89,13.63,3-1,3.0,1.0,4.0,D
6902,A. Villa,Spurs,1.65,4.68,4.18,1-4,1.0,4.0,5.0,E
6903,London Blues,Sunderland,1.41,4.84,6.88,1-1,1.0,1.0,2.0,N
6904,Everton,C. Palace,2.44,3.0,3.15,2-2,2.0,2.0,4.0,N
6905,N. Forest,Bournemouth,1.77,4.04,4.06,2-3,2.0,3.0,5.0,E
6906,Manchester Blue,Manchester Red,1.27,5.9,9.45,3-2,3.0,2.0,5.0,D
6907,West Ham,Wolverhampton,1.8,3.95,3.97,2-0,2.0,0.0,2.0,D
6908,Newcastle,Brentford,1.54,4.28,5.67,1-0,1.0,0.0,1.0,D
6909,Leeds,Brighton,5.74,4.78,1.48,0-3,0.0,3.0,3.0,E
6910,London Reds,London Blues,1.44,4.89,6.18,1-1,1.0,1.0,2.0,N
6911,Spurs,Manchester Blue,3.78,4.08,1.82,1-3,1.0,3.0,4.0,E
6912,Sunderland,N. Forest,4.3,3.79,1.78,1-1,1.0,1.0,2.0,N
6913,Bournemouth,A. Villa,2.24,3.32,3.19,1-1,1.0,1.0,2.0,N
6914,Manchester Red,C. Palace,1.91,3.48,4.02,4-1,4.0,1.0,5.0,D
6915,Burnley,Newcastle,4.3,3.91,1.75,0-1,0.0,1.0,1.0,E
6916,Brentford,Leeds,1.37,5.08,7.46,4-0,4.0,0.0,4.0,D
6917,West Ham,Fulham,2.5,3.5700000000000003,2.63,1-2,1.0,2.0,3.0,E
6918,Brighton,Everton,1.6800000000000002,3.7,5.16,4-1,4.0,1.0,5.0,D
6919,Wolverhampton,Liverpool,3.78,3.97,1.84,1-3,1.0,3.0,4.0,E
6920,Manchester Red,Brighton,1.96,4.0,3.35,1-2,1.0,2.0,3.0,E
6921,N. Forest,London Reds,5.19,3.66,1.6800000000000002,0-1,0.0,1.0,1.0,E
6922,Manchester Blue,Bournemouth,1.23,6.87,9.64,2-2,2.0,2.0,4.0,N
6923,Liverpool,West Ham,1.22,6.57,11.54,2-0,2.0,0.0,2.0,D
6924,Newcastle,Wolverhampton,1.24,6.31,10.89,2-1,2.0,1.0,3.0,D
6925,A. Villa,Sunderland,1.34,5.5600000000000005,7.63,0-2,0.0,2.0,2.0,E
6926,Everton,Brentford,2.69,3.12,2.71,0-1,0.0,1.0,1.0,E
6927,Fulham,London Blues,2.21,3.79,2.91,2-3,2.0,3.0,5.0,E
6928,C. Palace,Spurs,2.22,3.94,2.81,3-2,3.0,2.0,5.0,D
6929,Leeds,Burnley,3.34,3.89,1.98,2-1,2.0,1.0,3.0,D
6930,Sunderland,Manchester Blue,18.32,7.32,1.15,0-3,0.0,3.0,3.0,E
6931,London Reds,A. Villa,1.35,5.32,7.65,4-0,4.0,0.0,4.0,D
6932,Burnley,Everton,2.7,2.95,2.85,1-2,1.0,2.0,3.0,E
6933,West Ham,Newcastle,2.8,3.86,2.25,1-1,1.0,1.0,2.0,N
6934,Bournemouth,C. Palace,2.36,3.21,3.08,2-0,2.0,0.0,2.0,D
6935,Brentford,Manchester Red,1.88,4.03,3.5700000000000003,2-1,2.0,1.0,3.0,D
6936,Wolverhampton,Leeds,1.59,3.88,5.72,2-1,2.0,1.0,3.0,D
6937,Liverpool,Fulham,1.35,5.17,7.87,5-1,5.0,1.0,6.0,D
6938,Spurs,Brighton,1.99,4.37,3.03,2-1,2.0,1.0,3.0,D
6939,London Blues,N. Forest,1.4,4.87,7.02,2-0,2.0,0.0,2.0,D
6940,Fulham,N. Forest,1.65,4.28,4.52,2-1,2.0,1.0,3.0,D
6941,A. Villa,London Blues,1.72,4.19,4.16,3-0,3.0,0.0,3.0,D
6942,C. Palace,Sunderland,1.7000000000000002,4.03,4.5,0-2,0.0,2.0,2.0,E
6943,Manchester Blue,London Reds,2.16,3.67,3.07,1-1,1.0,1.0,2.0,N
6944,Leeds,West Ham,4.2,3.88,1.77,1-1,1.0,1.0,2.0,N
6945,Spurs,Brentford,1.94,4.03,3.36,1-0,1.0,0.0,1.0,D
6946,Newcastle,Liverpool,1.74,4.27,3.99,2-0,2.0,0.0,2.0,D
6947,Brighton,Bournemouth,1.64,4.42,4.43,1-1,1.0,1.0,2.0,N
6948,Manchester Red,Burnley,1.44,4.85,6.28,1-2,1.0,2.0,3.0,E
6949,Everton,Wolverhampton,1.88,3.43,4.21,0-1,0.0,1.0,1.0,E
6950,West Ham,Everton,2.04,3.36,3.67,2-1,2.0,1.0,3.0,D
6951,N. Forest,A. Villa,2.06,3.48,3.47,0-2,0.0,2.0,2.0,E
6952,Bournemouth,Brentford,2.59,3.23,2.75,1-1,1.0,1.0,2.0,N
6953,London Blues,Manchester Blue,3.11,3.38,2.26,0-2,0.0,2.0,2.0,E
6954,London Reds,C. Palace,1.35,5.08,8.06,5-1,5.0,1.0,6.0,D
6955,Burnley,Spurs,3.79,4.04,1.82,2-0,2.0,0.0,2.0,D
6956,Newcastle,Fulham,1.47,4.49,6.36,3-2,3.0,2.0,5.0,D
6957,Liverpool,Leeds,1.13,7.82,19.62,3-1,3.0,1.0,4.0,D
6958,Sunderland,Brighton,7.35,5.18,1.37,2-2,2.0,2.0,4.0,N
6959,Wolverhampton,Manchester Red,2.4,3.37,2.88,3-2,3.0,2.0,5.0,D
6960,Manchester Blue,N. Forest,1.17,7.71,13.56,6-0,6.0,0.0,6.0,D
6961,Spurs,Wolverhampton,1.52,4.79,5.2,1-2,1.0,2.0,3.0,E
6962,Fulham,A. Villa,1.97,3.78,3.47,2-0,2.0,0.0,2.0,D
6963,Leeds,Newcastle,7.26,5.16,1.37,0-3,0.0,3.0,3.0,E
6964,Brentford,Sunderland,1.54,4.8100000000000005,4.96,4-1,4.0,1.0,5.0,D
6965,Everton,Liverpool,3.68,3.5700000000000003,1.97,2-2,2.0,2.0,4.0,N
6966,Bournemouth,Burnley,1.77,3.96,4.14,1-1,1.0,1.0,2.0,N
6967,C. Palace,London Blues,2.22,3.58,3.02,1-4,1.0,4.0,5.0,E
6968,Brighton,London Reds,4.37,3.78,1.77,2-3,2.0,3.0,5.0,E
6969,Manchester Red,West Ham,1.63,4.08,4.97,0-2,0.0,2.0,2.0,E
6970,Sunderland,Burnley,3.97,4.0,1.79,1-2,1.0,2.0,3.0,E
6971,Wolverhampton,Bournemouth,2.12,3.82,3.06,2-1,2.0,1.0,3.0,D
6972,Leeds,Fulham,5.47,4.11,1.58,1-1,1.0,1.0,2.0,N
6973,N. Forest,C. Palace,2.1,3.31,3.54,0-0,0.0,0.0,0.0,N
6974,Newcastle,Everton,1.33,4.88,9.45,0-0,0.0,0.0,0.0,N
6975,London Reds,Brentford,1.46,4.74,6.1,1-2,1.0,2.0,3.0,E
6976,Liverpool,Manchester Red,1.28,5.63,10.01,2-1,2.0,1.0,3.0,D
6977,London Blues,Brighton,1.79,4.23,3.78,1-1,1.0,1.0,2.0,N
6978,A. Villa,Manchester Blue,2.96,3.64,2.24,0-1,0.0,1.0,1.0,E
6979,West Ham,Spurs,2.55,4.01,2.39,2-3,2.0,3.0,5.0,E
6980,Bournemouth,West Ham,2.0,3.56,3.59,2-0,2.0,0.0,2.0,D
6981,Sunderland,Wolverhampton,4.36,3.83,1.75,1-1,1.0,1.0,2.0,N
6982,Spurs,Liverpool,2.61,4.23,2.27,2-2,2.0,2.0,4.0,N
6983,Brentford,London Blues,1.97,4.09,3.25,2-3,2.0,3.0,5.0,E
6984,C. Palace,A. Villa,2.06,3.58,3.4,0-0,0.0,0.0,0.0,N
6985,Manchester Red,Newcastle,2.23,3.69,2.93,3-1,3.0,1.0,4.0,D
6986,Everton,Leeds,1.67,3.46,5.8,4-0,4.0,0.0,4.0,D
6987,Brighton,N. Forest,1.5,4.59,5.75,2-1,2.0,1.0,3.0,D
6988,Fulham,Manchester Blue,4.43,3.94,1.72,1-2,1.0,2.0,3.0,E
6989,Burnley,London Reds,10.36,4.98,1.31,0-3,0.0,3.0,3.0,E
6990,London Reds,Wolverhampton,1.22,6.59,11.12,5-0,5.0,0.0,5.0,D
6991,Everton,Fulham,2.61,3.13,2.8,1-1,1.0,1.0,2.0,N
6992,N. Forest,Brentford,2.24,3.41,3.13,0-2,0.0,2.0,2.0,E
6993,London Blues,Burnley,1.36,5.29,7.47,2-2,2.0,2.0,4.0,N
6994,A. Villa,Brighton,1.6800000000000002,4.58,4.03,3-0,3.0,0.0,3.0,D
6995,Manchester Blue,C. Palace,1.29,5.68,9.19,0-0,0.0,0.0,0.0,N
6996,Liverpool,Bournemouth,1.23,6.62,10.54,2-2,2.0,2.0,4.0,N
6997,Newcastle,Spurs,1.48,5.04,5.4,0-1,0.0,1.0,1.0,E
6998,West Ham,Sunderland,1.85,3.98,3.75,3-0,3.0,0.0,3.0,D
6999,Leeds,Manchester Red,5.02,3.82,1.67,2-1,2.0,1.0,3.0,D
7000,London Reds,West Ham,1.28,5.99,9.07,5-0,5.0,0.0,5.0,D
7001,Manchester Red,Everton,1.67,3.6,5.45,3-1,3.0,1.0,4.0,D
7002,Brighton,Manchester Blue,3.75,3.7,1.91,1-0,1.0,0.0,1.0,D
7003,Spurs,Leeds,1.32,5.52,8.39,3-1,3.0,1.0,4.0,D
7004,Bournemouth,Newcastle,2.8200000000000003,3.56,2.35,1-0,1.0,0.0,1.0,D
7005,Brentford,A. Villa,1.86,4.03,3.64,2-1,2.0,1.0,3.0,D
7006,Burnley,N. Forest,2.47,3.43,2.75,2-2,2.0,2.0,4.0,N
7007,Wolverhampton,London Blues,2.62,3.53,2.53,0-1,0.0,1.0,1.0,E
7008,Sunderland,Liverpool,12.41,6.82,1.2,1-1,1.0,1.0,2.0,N
7009,Fulham,C. Palace,2.06,3.66,3.33,3-0,3.0,0.0,3.0,D
7010,A. Villa,West Ham,1.47,4.77,5.82,3-2,3.0,2.0,5.0,D
7011,London Reds,Everton,1.28,5.38,10.43,2-1,2.0,1.0,3.0,D
7012,London Blues,Burnley,1.37,5.29,7.16,1-2,1.0,2.0,3.0,E
7013,N. Forest,Manchester Blue,4.24,3.63,1.82,5-0,5.0,0.0,5.0,D
7014,Liverpool,Spurs,1.36,5.6,6.79,0-3,0.0,3.0,3.0,E
7015,Fulham,Brentford,2.31,3.65,2.83,0-1,0.0,1.0,1.0,E
7016,Newcastle,Bournemouth,1.32,5.72,8.0,3-0,3.0,0.0,3.0,D
7017,Manchester Red,Brighton,1.93,3.99,3.45,1-2,1.0,2.0,3.0,E
7018,Wolverhampton,Leeds,1.64,3.69,5.53,3-0,3.0,0.0,3.0,D
7019,Sunderland,C. Palace,6.36,4.03,1.53,2-2,2.0,2.0,4.0,N
7020,Brentford,Manchester Red,1.82,4.03,3.79,1-0,1.0,0.0,1.0,D
7021,Leeds,Newcastle,7.25,5.03,1.38,2-1,2.0,1.0,3.0,D
7022,West Ham,London Reds,6.34,4.34,1.49,0-4,0.0,4.0,4.0,E
7023,C. Palace,Manchester Blue,4.22,3.7,1.81,1-0,1.0,0.0,1.0,D
7024,Everton,N. Forest,1.9,3.47,4.09,1-0,1.0,0.0,1.0,D
7025,Bournemouth,A. Villa,2.29,3.27,3.15,2-2,2.0,2.0,4.0,N
7026,Brighton,Sunderland,1.52,4.59,5.39,3-1,3.0,1.0,4.0,D
7027,Burnley,Fulham,3.44,3.37,2.12,2-2,2.0,2.0,4.0,N
7028,Spurs,London Blues,1.91,4.16,3.37,0-1,0.0,1.0,1.0,E
7029,Wolverhampton,Liverpool,3.91,3.99,1.8,2-1,2.0,1.0,3.0,D
7030,Newcastle,Liverpool,1.81,4.12,3.76,3-0,3.0,0.0,3.0,D
7031,Manchester Red,Burnley,1.43,4.99,6.28,5-0,5.0,0.0,5.0,D
7032,A. Villa,Leeds,1.23,6.18,11.97,1-2,1.0,2.0,3.0,E
7033,Manchester Blue,Everton,1.24,5.97,11.77,2-0,2.0,0.0,2.0,D
7034,London Reds,Bournemouth,1.28,6.14,8.43,4-2,4.0,2.0,6.0,D
7035,Fulham,Spurs,2.17,4.16,2.79,1-3,1.0,3.0,4.0,E
7036,Brighton,C. Palace,1.85,3.7,4.02,2-0,2.0,0.0,2.0,D
7037,Sunderland,Brentford,7.38,4.53,1.42,0-2,0.0,2.0,2.0,E
7038,London Blues,Wolverhampton,1.41,4.8100000000000005,7.05,2-0,2.0,0.0,2.0,D
7039,N. Forest,West Ham,1.75,3.85,4.4,3-1,3.0,1.0,4.0,D
7040,Wolverhampton,Fulham,2.58,3.4,2.65,0-2,0.0,2.0,2.0,E
7041,Burnley,Sunderland,2.43,3.49,2.76,1-1,1.0,1.0,2.0,N
7042,Spurs,Manchester Red,1.79,4.11,3.86,2-2,2.0,2.0,4.0,N
7043,Liverpool,A. Villa,1.32,5.28,8.71,2-1,2.0,1.0,3.0,D
7044,West Ham,Manchester Blue,4.91,3.97,1.65,1-1,1.0,1.0,2.0,N
7045,Brentford,Brighton,2.09,4.28,2.87,3-0,3.0,0.0,3.0,D
7046,C. Palace,Everton,1.85,3.38,4.49,1-2,1.0,2.0,3.0,E
7047,Leeds,London Reds,19.08,7.49,1.14,0-4,0.0,4.0,4.0,E
7048,Bournemouth,N. Forest,1.87,3.64,4.0,1-1,1.0,1.0,2.0,N
7049,Newcastle,London Blues,1.42,4.91,6.51,1-0,1.0,0.0,1.0,D
7050,Manchester Red,Wolverhampton,1.52,4.32,5.79,1-4,1.0,4.0,5.0,E
7051,Everton,West Ham,2.03,3.43,3.62,3-2,3.0,2.0,5.0,D
7052,A. Villa,London Blues,1.63,4.37,4.6,2-3,2.0,3.0,5.0,E
7053,Sunderland,Spurs,7.75,5.41,1.34,0-2,0.0,2.0,2.0,E
7054,N. Forest,Leeds,1.47,4.15,7.24,0-0,0.0,0.0,0.0,N
7055,Manchester Blue,Bournemouth,1.23,6.99,9.9,0-0,0.0,0.0,0.0,N
7056,Brentford,C. Palace,1.99,3.81,3.37,1-1,1.0,1.0,2.0,N
7057,London Reds,Liverpool,1.74,4.4,3.87,3-1,3.0,1.0,4.0,D
7058,Brighton,Burnley,1.4,5.25,6.4,1-4,1.0,4.0,5.0,E
7059,Fulham,Newcastle,2.48,3.89,2.5,2-2,2.0,2.0,4.0,N
7060,Wolverhampton,Sunderland,1.86,3.85,3.81,1-2,1.0,2.0,3.0,E
7061,London Blues,London Reds,3.44,3.41,2.1,2-3,2.0,3.0,5.0,E
7062,Leeds,Manchester Blue,15.07,6.72,1.18,0-2,0.0,2.0,2.0,E
7063,C. Palace,West Ham,1.75,3.95,4.23,1-3,1.0,3.0,4.0,E
7064,Burnley,Brentford,3.77,3.38,2.01,2-2,2.0,2.0,4.0,N
7065,A. Villa,Fulham,1.6800000000000002,4.19,4.45,1-3,1.0,3.0,4.0,E
7066,Newcastle,Manchester Red,1.4,4.77,7.22,2-2,2.0,2.0,4.0,N
7067,Spurs,Brighton,1.98,4.41,3.04,1-1,1.0,1.0,2.0,N
7068,Liverpool,N. Forest,1.18,7.21,13.54,3-1,3.0,1.0,4.0,D
7069,Bournemouth,Everton,2.11,3.03,3.91,2-2,2.0,2.0,4.0,N
7070,Brentford,Spurs,2.09,4.35,2.85,0-1,0.0,1.0,1.0,E
7071,West Ham,Bournemouth,1.97,4.07,3.27,1-2,1.0,2.0,3.0,E
7072,Manchester Blue,Liverpool,1.57,4.77,4.66,2-3,2.0,3.0,5.0,E
7073,Sunderland,Newcastle,8.86,5.49,1.31,0-4,0.0,4.0,4.0,E
7074,N. Forest,London Blues,2.18,3.56,3.12,0-2,0.0,2.0,2.0,E
7075,London Reds,Fulham,1.42,4.93,6.46,3-1,3.0,1.0,4.0,D
7076,Everton,Leeds,1.66,3.46,5.89,1-1,1.0,1.0,2.0,N
7077,Manchester Red,A. Villa,1.81,3.67,4.25,2-1,2.0,1.0,3.0,D
7078,Burnley,C. Palace,3.49,3.24,2.15,1-1,1.0,1.0,2.0,N
7079,Brighton,Wolverhampton,1.5,4.57,5.66,6-0,6.0,0.0,6.0,D
7080,A. Villa,Sunderland,1.36,5.39,7.25,2-4,2.0,4.0,6.0,E
7081,Liverpool,Everton,1.26,5.51,11.88,2-0,2.0,0.0,2.0,D
7082,London Reds,Manchester Red,1.37,5.08,7.36,0-0,0.0,0.0,0.0,N
7083,Spurs,Burnley,1.46,5.26,5.41,2-2,2.0,2.0,4.0,N
7084,Leeds,West Ham,3.83,3.78,1.87,3-2,3.0,2.0,5.0,D
7085,C. Palace,Bournemouth,1.86,3.96,3.69,2-0,2.0,0.0,2.0,D
7086,Newcastle,Brighton,1.5,4.83,5.34,3-1,3.0,1.0,4.0,D
7087,Wolverhampton,Brentford,2.69,3.39,2.54,3-0,3.0,0.0,3.0,D
7088,London Blues,Manchester Blue,3.05,3.44,2.27,3-2,3.0,2.0,5.0,D
7089,Fulham,N. Forest,1.69,4.23,4.34,3-1,3.0,1.0,4.0,D
7090,Brighton,A. Villa,1.77,3.91,4.17,3-2,3.0,2.0,5.0,D
7091,Manchester Blue,Fulham,1.31,5.6,8.32,3-1,3.0,1.0,4.0,D
7092,Everton,London Blues,2.58,3.25,2.74,1-1,1.0,1.0,2.0,N
7093,Burnley,Wolverhampton,2.52,3.35,2.75,2-1,2.0,1.0,3.0,D
7094,Bournemouth,Leeds,1.62,3.7,5.83,2-0,2.0,0.0,2.0,D
7095,West Ham,Liverpool,3.42,4.02,1.93,0-1,0.0,1.0,1.0,E
7096,Brentford,Newcastle,2.38,4.09,2.53,3-0,3.0,0.0,3.0,D
7097,Spurs,C. Palace,1.86,3.96,3.71,2-2,2.0,2.0,4.0,N
7098,Sunderland,London Reds,21.97,7.73,1.13,1-0,1.0,0.0,1.0,D
7099,N. Forest,Manchester Red,2.0,3.48,3.65,1-2,1.0,2.0,3.0,E
7100,Fulham,Everton,1.79,3.6,4.46,1-0,1.0,0.0,1.0,D
7101,London Reds,Brighton,1.46,5.16,5.51,3-3,3.0,3.0,6.0,N
7102,N. Forest,Sunderland,1.63,4.07,5.01,3-2,3.0,2.0,5.0,D
7103,C. Palace,Leeds,1.46,4.33,6.9,1-1,1.0,1.0,2.0,N
7104,A. Villa,Brentford,1.7000000000000002,4.09,4.39,1-3,1.0,3.0,4.0,E
7105,Newcastle,Burnley,1.2,7.06,11.38,2-2,2.0,2.0,4.0,N
7106,Liverpool,Bournemouth,1.24,6.48,10.06,2-1,2.0,1.0,3.0,D
7107,Manchester Red,Manchester Blue,3.66,3.55,1.98,0-1,0.0,1.0,1.0,E
7108,Wolverhampton,Spurs,2.8200000000000003,3.88,2.24,0-3,0.0,3.0,3.0,E
7109,London Blues,West Ham,1.49,4.53,5.91,1-0,1.0,0.0,1.0,D
7110,Bournemouth,London Blues,2.45,3.44,2.77,1-2,1.0,2.0,3.0,E
7111,Everton,Manchester Red,2.34,3.12,3.2,2-1,2.0,1.0,3.0,D
7112,Wolverhampton,C. Palace,2.42,3.26,2.94,0-1,0.0,1.0,1.0,E
7113,West Ham,Fulham,2.49,3.55,2.65,2-1,2.0,1.0,3.0,D
7114,Leeds,Liverpool,10.03,6.28,1.25,0-0,0.0,0.0,0.0,N
